Product_id,WTO_2011_id,HS1992_4,HS2007_4digit,HS2012_4digit,HS2002_6digit,HS2007_6digit,HS2012_6digit,HS1992_6digit,WTO_Code_Description_2010,WTO_Code_Description_2011,APEC_Code_Description,OECD_Code_Description,WTO_List_Identifier,WTO_Sample_Core_List,WTO_Reference_Universe_List,APEC_List_Identifier,OECD_List_Iidentifier,OECD2_List_identifier,WTO_Ex_Out,APEC_Ex_Out,WTO_Environmental_Benefit_Description,APEC_Environmental_Benefit_Description,WTO_1_Air_Pollution_Control,WTO_1_Renewable_Energy,WTO_1_Waste_Management_and_Water_Treatment,WTO_1_Environmental Technologies,WTO_1_Carbon_Capture_and_Storage,WTO_Others,WTO_2_Clean Up or Remediation of Soil and Water,WTO_2_Management of Solid and Hazardous Waste and Recycling Systems,"WTO_2_Waste Management, Recycling and Remediation",WTO_2_Waste Water Management and Potable Water Treatment,WTO_2_Gas Flairing Emission Reduction,WTO_2_Efficient Consumption of Energy Technologies,WTO_2_Cleaner or More Resource Efficient Technologies and Products,WTO_2_Energy Efficiency,"WTO_2_Environmental Monitoring, Analysis and Assessment Equipment",WTO_2_Heat and Energy Management,WTO_2_Natural Risk Management,WTO_2_Noise and Vibration Abatement,WTO_2_Environmnetally Preferable Products based on End-Use or Disposal Characteristics,WTO_2_Natural Resource Protection,WTO_2_Resources and Pollution Management,WTO_2_Others,WTO_2_Renewable Energy,WTO_2_Renewable Products and Energy Source,OECD_A: Pollution Management,OECD_A1 Air pollution control,OECD_A2 Wastewater management,OECD_A3 Solid waste management,OECD_A4 Remediation and cleanup,OECD_A5 Noise and vibration abatement,"OECD_A6 Environmental monitoring, analysis and assessment ",OECD_B: Cleaner Technologies and products,OECD_B2: Cleaner/resource efficient products ,OECD_C: Resources management group,OECD_C2: Water supply,OECD_C4: Renewable energy plant,OECD_C5: Heat/energy savings and management,OECD2: Air pollution control,OECD2: Cleaner or more resource efficient technologies and products,OECD2: Environmentally preferable products,OECD2: Heat and energy managemetn,"OECD2: Environmental monitoring, analysis and assessment equipment",OECD2: Natural Resources Protection,OECD2: Noise and vibration abatement,OECD2: Renewable Energy Plant,OECD2: Management of solid and hazardous waste and recycling systems,OECD2: Clean up or remediation of soil and water,OECD2: Waste water management and potable water treatment
7,5,2711,2711,2711,271112,271112,271112,271112,Propane (Liquefied),Propane (Liquefied),NA,NA,3,0,1,0,0,0,NA,NA,"Carbon Capture and Storage, Efficient consumption of energy technologies,  Gas flaring emission reduction technologies",NA,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,6,2711,2711,2711,271113,271113,271113,271113,Butanes (Liquefied),Butanes (Liquefied),NA,NA,3,0,1,0,0,0,NA,NA,"Carbon Capture and Storage, Efficient consumption of energy technologies,  Gas flaring emission reduction technologies",NA,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,7,2711,2711,2711,271114,271114,271114,271114,"Ethylene, Propylene, Butylene, Butadiene (Liquefied)","Ethylene, Propylene, Butylene, Butadiene (Liquefied)",NA,NA,3,0,1,0,0,0,NA,NA,"Carbon Capture and Storage, Efficient consumption of energy technologies,  Gas flaring emission reduction technologies",NA,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,8,2711,2711,2711,271119,271119,271119,271119,"Other Petroleum Gases, Gaseous Hydrocarbons (Liquefied)",- Other liquified,NA,NA,3,0,1,0,0,0,NA,NA,"Carbon Capture and Storage, Efficient consumption of energy technologies,  Gas flaring emission reduction technologies",NA,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,9,2711,2711,2711,271121,271121,271121,271121,Natural Gas,"Natural Gas, in gaseous state",NA,NA,3,0,1,0,0,0,NA,NA,"Carbon Capture and Storage, Efficient consumption of energy technologies,  Gas flaring emission reduction technologies",NA,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,10,2711,2711,2711,271129,271129,271129,271129,"Other Petroleum Gases, Other Gaseous Hydrocarbons",- Other in gaseous state,NA,NA,3,0,1,0,0,0,NA,NA,"Carbon Capture and Storage, Efficient consumption of energy technologies,  Gas flaring emission reduction technologies",NA,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
427,NA,2801,2801,2801,280110,280110,280110,280110,NA,NA,NA,Chlorine,0,0,0,0,1,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
428,NA,2814,2814,2814,281410,281410,281410,281410,NA,NA,NA,Anhydrous ammonia,0,0,0,0,1,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429,NA,2815,2815,2815,281511,281511,281511,281511,NA,NA,NA,Sodium hydroxide solid ,0,0,0,0,1,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,NA,2815,2815,2815,281512,281512,281512,281512,NA,NA,NA,Sodium hydroxide in aqueous solution,0,0,0,0,1,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
424,NA,2816,2816,2816,281610,281610,281610,281610,NA,NA,NA,Magnesium hydroxide and peroxide ,0,0,0,0,1,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,11,2818,2818,2818,281810,281810,281810,281810,"Artificial Corundum, Whether or Not Chemically Defined","- Artificial corundum, whether or not chemically defined",NA,NA,3,0,1,0,0,0,NA,NA,"Carbon Capture and Storage, Efficient consumption of energy technologies,  Gas flaring emission reduction technologies",NA,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,12,2818,2818,2818,281820,281820,281820,281820,Other Aluminium Oxide,"- Aluminium oxide, other than artificial corundum",NA,NA,3,0,1,0,0,0,NA,NA,"Carbon Capture and Storage, Efficient consumption of energy technologies,  Gas flaring emission reduction technologies",NA,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,13,2818,2818,2818,281830,281830,281830,281830,Aluminium Hydroxide,- Aluminium hydroxide,NA,NA,3,0,1,0,0,0,NA,NA,"Carbon Capture and Storage, Efficient consumption of energy technologies,  Gas flaring emission reduction technologies",NA,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431,NA,2818,2818,2818,281830,281830,281830,281830,NA,NA,NA,Aluminium hydroxide,0,0,0,0,1,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432,NA,2820,2820,2820,282010,282010,282010,282010,NA,NA,NA,Manganese dioxide ,0,0,0,0,1,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433,NA,2820,2820,2820,282090,282090,282090,282090,NA,NA,NA,Manganese oxides (other),0,0,0,0,1,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434,NA,2824,2824,2824,282410,282410,282410,282410,NA,NA,NA,Lead monoxide,0,0,0,0,1,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435,NA,2832,2832,2832,283210,283210,283210,283210,NA,NA,NA,Sodium sulphites,0,0,0,0,1,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436,NA,2832,2832,2832,283220,283220,283220,283220,NA,NA,NA,Other sulphites,0,0,0,0,1,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
437,NA,2835,2835,2835,283510,283510,283510,283510,NA,NA,NA, Phosphinates and phosphonates ,0,0,0,0,1,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,NA,2835,2835,2835,283524,283524,283524,283524,NA,NA,NA,Phosphates of potassium ,0,0,0,0,1,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441,NA,2835,2835,2835,283525,283525,283525,283525,NA,NA,NA,Calcium hydrogenorthophosphate ,0,0,0,0,1,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442,NA,2835,2835,2835,283526,283526,283526,283526,NA,NA,NA,Other phosphates of calcium ,0,0,0,0,1,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
438,NA,2835,2835,2835,283529,283529,283529,283529,NA,NA,NA,Phosphates of triammonium,0,0,0,0,1,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439,NA,2835,2835,2835,283529,283529,283529,283529,NA,NA,NA,Phosphates of trisodium ,0,0,0,0,1,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443,NA,2835,2835,2835,283529,283529,283529,283529,NA,NA,NA,Other phosphates (excl. polyphosphates) ,0,0,0,0,1,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464,NA,2847,2847,2847,284700,284700,284700,284700,NA,NA,NA,Hydrogen peroxide,0,0,0,0,1,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
468,NA,2851,2853,2853,285100,285300,285300,285100,NA,NA,NA,Distilled and conductivity water ,0,0,0,0,1,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
471,NA,2905,2905,2905,290511,290511,290511,290511,NA,NA,NA,Methanol,0,0,0,0,1,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16,14,2909,2909,2909,290911,290911,290911,290911,Diethyl Ether,"- Acyclic ethers and their halogenated, sulphonated, nitrated or nitrosated derivatives: Diethyl ether",NA,NA,3,0,1,0,0,0,NA,NA,"Carbon Capture and Storage, Efficient consumption of energy technologies,  Gas flaring emission reduction technologies",NA,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,15,2909,2909,2909,290919,290919,290919,290919,"Other Acyclic Ethers, Their Halogenated, Sulfonated, Nitrated Derivatives","- Acyclic ethers and their halogenated, sulphonated, nitrated or nitrosated derivatives: Other",NA,NA,3,0,1,0,0,0,NA,NA,"Carbon Capture and Storage, Efficient consumption of energy technologies,  Gas flaring emission reduction technologies",NA,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,16,2909,2909,2909,290920,290920,290920,290920,"Cyclanic, Cyclenic, Cycloterpenic Ethers, Their Derivatives (Halogenated, Sulfonated, Nitrated)","- Cyclanic, cyclenic or cycloterpenic ethers and their halogenated, sulphonated, nitrated or nitrosated derivatives",NA,NA,3,0,1,0,0,0,NA,NA,"Carbon Capture and Storage, Efficient consumption of energy technologies,  Gas flaring emission reduction technologies",NA,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,17,2909,2909,2909,290930,290930,290930,290930,"Aromatic Ethers, Their Halogenated, Sulfonated, Nitrated Derivatives","- Aromatic ethers and their halogenated, sulphonated, nitrated or nitrosated derivatives",NA,NA,3,0,1,0,0,0,NA,NA,"Carbon Capture and Storage, Efficient consumption of energy technologies,  Gas flaring emission reduction technologies",NA,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,18,2909,2909,2909,290941,290941,290941,290941,"2, 2'-oxydiethanol (Diethylene Glycol, Digol)","- Ether- Alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives: 2,2'-Oxydiethanol (diethylene glycol, digol)",NA,NA,3,0,1,0,0,0,NA,NA,"Carbon Capture and Storage, Efficient consumption of energy technologies,  Gas flaring emission reduction technologies",NA,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,19,2909,2909,2909,290942,290944,290944,290942,Monomethyl Ethers of Ethylene Glycol or of Diethylene Glycol,"- Ether- Alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives: Monomethyl ethers of ethylene glycol/of diethylene glycol",NA,NA,3,0,1,0,0,0,NA,NA,"Carbon Capture and Storage, Efficient consumption of energy technologies,  Gas flaring emission reduction technologies",NA,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,20,2909,2909,2909,290943,290943,290943,290943,Monobutyl Ethers of Ethylene Glycol or of Diethylene Glycol,"- Ether- Alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives:Monobutyl ethers of ethylene glycol/of diethylene glycol",NA,NA,3,0,1,0,0,0,NA,NA,"Carbon Capture and Storage, Efficient consumption of energy technologies,  Gas flaring emission reduction technologies",NA,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,21,2909,2909,2909,290944,290944,290944,290944,Other Monoalkyl Ethers of Ethylene Glycol or of Diethylene Glycol,"- Ether- Alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives:Other monoalkylethers of ethylene glycol or of diethylene glycol",NA,NA,3,0,1,0,0,0,NA,NA,"Carbon Capture and Storage, Efficient consumption of energy technologies,  Gas flaring emission reduction technologies",NA,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,22,2909,2909,2909,290949,290949,290949,290949,"Other Other-alcohols, Their Halogenated, Sulfonated, Nitrated Derivatives",- Ether-alcohols & their halogenated/sulphonated/nitrated/nitrosated derivatives: Others,NA,NA,3,0,1,0,0,0,NA,NA,"Carbon Capture and Storage, Efficient consumption of energy technologies,  Gas flaring emission reduction technologies",NA,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,23,2909,2909,2909,290950,290950,290950,290950,"Ether-phenols, Ether-alcohol-phenols, Their Halogenated, Sulfonated Derivatives","- Ether-phenols, ether-alcohol-phenols and their halogenated, sulphonated, nitrated or nitrosated derivatives",NA,NA,3,0,1,0,0,0,NA,NA,"Carbon Capture and Storage, Efficient consumption of energy technologies,  Gas flaring emission reduction technologies",NA,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,24,2909,2909,2909,290960,290960,290960,290960,"Alcohol Peroxides, Ether Peroxides, Ketone Peroxides,Their Derivatives (Halogenated, Sulfonated)","- Alcohol peroxides, ether peroxides, ketone peroxides and their halogenated, sulphonated, nitrated or nitrosated derivatives",NA,NA,3,0,1,0,0,0,NA,NA,"Carbon Capture and Storage, Efficient consumption of energy technologies,  Gas flaring emission reduction technologies",NA,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,25,2914,2914,2914,291411,291411,291411,291411,Acetone,- Acyclic ketones without other oxygen function: Acetone,NA,NA,3,0,1,0,0,0,NA,NA,"Carbon Capture and Storage, Efficient consumption of energy technologies,  Gas flaring emission reduction technologies",NA,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,26,2914,2914,2914,291412,291412,291412,291412,Butanone (Methyl Ethyl Ketone),- Acyclic ketones without other oxygen function: Butanone (methyl ethyl ketone),NA,NA,3,0,1,0,0,0,NA,NA,"Carbon Capture and Storage, Efficient consumption of energy technologies,  Gas flaring emission reduction technologies",NA,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,27,2914,2914,2914,291413,291413,291413,291413,4-methyl Pentan-2-one- (Methyl Isobutyl Ketone),- Acyclic ketones without other oxygen function: 4-Methylpentan-2-one (methyl isobutyl ketone),NA,NA,3,0,1,0,0,0,NA,NA,"Carbon Capture and Storage, Efficient consumption of energy technologies,  Gas flaring emission reduction technologies",NA,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,28,2914,2914,2914,291419,291419,291419,291419,Other Acyclic Ketones Without Oxygen Function,- Acyclic ketones without other oxygen function: Others,NA,NA,3,0,1,0,0,0,NA,NA,"Carbon Capture and Storage, Efficient consumption of energy technologies,  Gas flaring emission reduction technologies",NA,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,29,2914,2914,2914,291421,291421,291429,291421,Camphor,"- Cyclanic, cyclenic or cycloterpenic ketones without other oxygen function: Camphor",NA,NA,3,0,1,0,0,0,NA,NA,"Carbon Capture and Storage, Efficient consumption of energy technologies,  Gas flaring emission reduction technologies",NA,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
